Employee ID,Name,Age,Department,Salary ($),Years at Company,Performance Score,Attrition
E0945,Kevin Walker,37,IT,109686,11,4.4,No
E0946,Tina Lopez,60,Engineering,115069,4,4.1,No
E0947,Dana Evans,47,Finance,61400,15,3.3,No
E0948,Tina Young,29,Engineering,54725,3,4.4,No
E0949,Bob Hall,36,Human Resources,56660,10,3.6,No
E0950,George Walker,57,Customer Support,77586,1,3.0,No
E0951,Jenna Lopez,44,Human Resources,92830,8,4.1,No
E0952,Ian Johnson,33,IT,119724,4,3.6,No
E0953,Oscar White,48,IT,110877,0,3.1,No
E0954,Edward Walker,30,Human Resources,114570,14,4.8,No
E0955,Rachel Evans,54,Finance,53216,7,3.6,Yes
E0956,Fiona Hall,58,Marketing,106492,15,4.3,No
E0957,George Allen,23,Customer Support,104355,7,3.7,No
E0958,Dana Clark,32,Marketing,62306,13,3.7,Yes
E0959,Oscar Baker,37,Sales,88448,2,4.4,No
E0960,Quentin Kim,52,IT,92786,1,3.5,No
E0961,Fiona White,45,IT,96384,14,3.5,No
E0962,Ian Clark,35,Finance,119910,16,3.6,No
E0963,Michael Scott,55,Human Resources,52178,1,3.7,No
E0964,Ian Walker,22,Finance,112336,7,4.1,No
E0965,Quentin Johnson,55,Customer Support,53882,7,4.3,No
E0966,Jenna Garcia,35,Customer Support,56053,16,4.2,Yes
E0967,Fiona Garcia,54,Engineering,119101,16,4.0,Yes
E0968,Fiona Evans,31,Engineering,105346,18,4.3,Yes
E0969,Charlie Adams,45,Customer Support,108863,14,4.1,No
E0970,Fiona White,34,IT,94756,20,3.8,No
E0971,Kevin Carter,22,Human Resources,78021,1,3.1,Yes
E0972,Paula Brown,36,Customer Support,93036,13,4.1,No
E0973,Paula Garcia,54,Finance,65065,10,3.8,No
E0974,Jenna Allen,55,Human Resources,106498,5,4.5,No
E0975,Michael Brown,41,IT,119607,6,4.7,No
E0976,Dana Baker,41,Sales,57554,8,4.1,Yes
E0977,George Smith,53,Human Resources,81152,11,3.8,No
E0978,Kevin White,57,Human Resources,106814,6,3.9,Yes
E0979,Edward Baker,41,IT,101670,1,3.8,No
E0980,Dana Lopez,44,Engineering,108466,1,3.1,No
E0981,Hannah Adams,33,Sales,82982,17,4.1,Yes
E0982,Oscar Kim,25,Engineering,93628,15,4.0,No
E0983,Jenna Scott,58,Finance,53956,15,3.5,Yes
E0984,Quentin Clark,38,Customer Support,102608,17,3.3,Yes
E0985,George Garcia,28,Engineering,118106,10,4.3,No
E0986,Jenna Scott,49,Customer Support,73275,10,5.0,No
E0987,Oscar Allen,52,Customer Support,52444,14,4.2,No
E0988,Laura Adams,60,Engineering,97128,14,4.7,No
E0989,Jenna Lee,23,Human Resources,111054,0,4.3,No
E0990,Edward Allen,26,Human Resources,88433,10,4.4,Yes
E0991,George Johnson,46,Marketing,50965,11,4.9,No
E0992,Paula Allen,40,Customer Support,62225,7,4.1,No
E0993,George Smith,43,Customer Support,82384,5,3.7,No
E0994,Quentin White,55,Engineering,100194,11,4.7,Yes
E0995,Ian Clark,23,Human Resources,62471,9,3.1,No
E0996,Edward Carter,56,Sales,96471,20,4.9,No
E0997,Edward Smith,58,Customer Support,119996,3,4.2,Yes
E0998,Bob Evans,26,Human Resources,104967,10,3.1,Yes
E0999,Hannah Scott,52,Human Resources,116916,10,3.2,Yes
E1000,Edward Lopez,34,Finance,103086,7,4.2,No
E1001,Edward Scott,31,Human Resources,116292,20,4.1,Yes
E1002,Laura Kim,31,Human Resources,86400,16,3.8,Yes
E1003,Michael Young,35,Marketing,73981,8,3.5,No
E1004,Laura Johnson,51,Customer Support,109464,0,3.7,No
E1005,Edward Scott,22,Human Resources,110212,10,5.0,Yes
E1006,Alice Baker,60,Engineering,118217,13,3.0,No
E1007,Paula Patel,48,Customer Support,58565,1,3.1,No
E1008,Tina Kim,22,Sales,89143,9,3.9,No
E1009,Quentin Lee,40,Marketing,60708,16,5.0,No
E1010,Bob Patel,56,Marketing,81686,14,4.5,No
E1011,Hannah Walker,55,IT,113201,14,4.5,Yes
E1012,Nina Garcia,50,Engineering,98876,4,3.4,No
E1013,Nina Hall,37,Human Resources,76992,18,3.3,No
E1014,Alice Smith,46,Marketing,109631,5,4.1,No
E1015,Charlie Kim,26,Engineering,48357,19,3.9,No
E1016,Hannah Young,34,Sales,60794,19,3.6,No
E1017,Edward Lee,45,Sales,114923,18,3.6,Yes
E1018,Fiona Carter,40,IT,107238,1,4.6,Yes
E1019,Quentin Adams,57,IT,117943,1,3.9,No
E1020,Fiona Scott,32,Marketing,64928,14,3.3,Yes
E1021,Steve Patel,25,Sales,98607,16,3.6,No
E1022,Jenna Evans,55,Marketing,60876,2,4.3,No
E1023,Bob Brown,58,Sales,55710,18,3.5,No
E1024,Charlie Young,26,Human Resources,77400,8,3.6,No
E1025,Tina Clark,38,Sales,110868,18,3.3,No
E1026,Ian Clark,50,Human Resources,73804,9,4.1,Yes
E1027,Laura Lopez,23,Human Resources,48774,12,3.8,No
E1028,George Walker,30,Sales,45902,4,4.5,No
E1029,Jenna Evans,52,Human Resources,100055,4,3.9,No
E1030,Oscar Scott,29,IT,65360,6,3.3,Yes
E1031,Rachel Scott,42,Sales,110230,20,4.1,Yes
E1032,Charlie White,34,Engineering,94281,20,3.9,No
E1033,Bob Scott,55,Finance,54818,12,3.5,Yes
E1034,Rachel Smith,47,Engineering,107790,20,4.9,Yes
E1035,Paula Allen,45,IT,105452,20,4.2,No
E1036,Charlie Lopez,49,Engineering,51306,0,4.0,No
E1037,Bob Scott,38,Sales,87674,15,4.2,No
E1038,Laura Lee,44,Customer Support,81853,14,4.7,No
E1039,George Johnson,35,Human Resources,78438,15,4.4,No
E1040,Quentin Hall,51,Marketing,71322,9,4.0,No
E1041,Kevin Hall,50,Customer Support,84489,17,3.9,No
E1042,Hannah Allen,46,Sales,90995,11,3.2,No
E1043,Steve Nguyen,60,Finance,117991,13,3.9,Yes
E1044,Hannah Lee,27,Finance,98049,5,4.3,No
E1045,Fiona White,45,Human Resources,110503,6,4.5,No
E1046,Alice Smith,44,IT,83365,6,3.8,No
E1047,Rachel Patel,27,Human Resources,54794,17,4.0,Yes
E1048,Dana Clark,45,Engineering,76055,19,4.1,Yes
E1049,Fiona Garcia,22,Engineering,89867,8,4.6,Yes
E1050,Jenna Adams,57,Engineering,95891,7,4.5,Yes
E1051,Oscar Evans,39,Sales,49958,5,3.8,No
E1052,Ian Hall,47,Human Resources,64407,6,3.6,Yes
E1053,Edward Adams,43,Finance,65604,4,4.6,No
E1054,Tina Smith,48,Engineering,72913,11,4.2,No
E1055,Rachel Kim,26,Finance,101411,8,3.8,No
E1056,Alice Kim,35,Human Resources,69537,11,3.5,No
E1057,Oscar Scott,37,IT,88600,13,3.3,No
E1058,Jenna Patel,48,Finance,117442,12,4.4,No
E1059,Kevin Baker,43,Human Resources,107965,5,4.7,No
E1060,Laura Walker,51,Sales,108853,15,4.4,Yes
E1061,George Hall,26,Finance,72130,8,4.4,No
E1062,Tina Walker,48,Marketing,55249,19,3.6,Yes
E1063,Paula Johnson,47,Marketing,86436,0,3.5,No
E1064,Nina Patel,39,Engineering,86202,14,4.3,No
E1065,Ian Lopez,27,Human Resources,70479,12,3.6,No
E1066,Jenna Allen,36,IT,69712,15,4.5,No
E1067,Laura Lee,40,Human Resources,117796,10,4.5,No
E1068,Quentin Carter,30,IT,111266,19,4.4,No
E1069,Charlie Baker,35,Sales,89309,5,3.4,Yes
E1070,Jenna Walker,24,Finance,118612,12,5.0,No
E1071,Kevin Patel,42,Engineering,97731,15,3.6,Yes
E1072,Paula Baker,26,IT,107518,10,2.9,No
E1073,Oscar White,40,Human Resources,99731,10,4.4,No
E1074,Kevin Nguyen,54,Marketing,101687,4,4.2,No
E1075,Jenna Johnson,38,Marketing,96577,9,4.3,No
E1076,Charlie Johnson,27,Marketing,66281,5,4.2,No
E1077,Tina Kim,26,Customer Support,82083,19,4.2,No
E1078,Tina Lee,59,Human Resources,60729,12,4.2,Yes
E1079,Charlie Young,25,Sales,65194,6,3.6,No
E1080,Rachel Scott,27,Sales,63675,1,4.7,No
E1081,Tina Walker,43,Sales,49621,13,4.5,Yes
E1082,Dana Brown,41,Engineering,66186,15,4.1,No
E1083,George Garcia,31,IT,51070,11,4.3,No
E1084,Alice Clark,51,Human Resources,96544,12,4.7,No
E1085,Alice Walker,48,Human Resources,96767,13,3.7,No
E1086,George Nguyen,22,Marketing,115243,11,3.5,No
E1087,Quentin Lee,39,Sales,97467,6,4.0,No
E1088,Fiona Young,35,IT,46519,9,3.8,No
E1089,Tina Walker,56,Customer Support,81104,12,4.1,Yes
E1090,Fiona Evans,30,Finance,55649,2,4.3,No
E1091,Oscar Brown,52,Customer Support,92510,14,4.1,No
E1092,Charlie Lee,40,Finance,92603,14,5.0,No
E1093,Kevin Walker,51,Engineering,108854,6,3.5,No
E1094,Rachel Scott,52,Sales,79866,17,3.8,No
E1095,Ian Adams,44,Sales,101603,8,4.1,No
E1096,Charlie Allen,43,Engineering,55335,9,3.6,Yes
E1097,Dana Brown,33,Engineering,46137,14,3.7,No
E1098,Oscar Brown,48,Customer Support,70284,5,3.2,No
E1099,Fiona Lee,60,Sales,104223,7,3.6,No
E1100,Ian Clark,46,Customer Support,75199,11,4.1,No
E1101,Bob Evans,43,Customer Support,114267,10,4.1,No
E1102,Charlie Garcia,44,Customer Support,85828,16,4.4,No
E1103,Alice Clark,58,IT,119528,11,3.8,No
E1104,Tina Evans,58,IT,63293,2,3.2,No
E1105,Tina Smith,30,Finance,74273,1,3.4,Yes
E1106,George Allen,37,Sales,71886,19,4.5,No
E1107,Kevin Scott,38,Marketing,95363,7,3.6,Yes
E1108,Ian Lee,44,Sales,68472,10,3.9,No
E1109,Dana Walker,50,Sales,69841,17,4.7,Yes
E1110,Oscar Patel,50,Customer Support,50830,18,3.6,No
E1111,Alice Smith,26,Marketing,49422,13,3.9,No
E1112,Tina Lopez,48,Sales,100113,5,3.5,No
E1113,Bob Young,29,Sales,89529,16,3.9,Yes
E1114,Edward Baker,25,Finance,56644,6,3.8,No
E1115,George Nguyen,32,Marketing,117949,2,3.5,No
E1116,Quentin Carter,33,Sales,78966,17,4.4,Yes
E1117,Tina Young,47,Sales,99271,13,4.8,No
E1118,Edward Nguyen,28,Sales,110294,0,3.8,No
E1119,Oscar Adams,53,Marketing,62629,7,4.9,Yes
E1120,Bob Adams,40,Human Resources,109700,3,4.1,No
E1121,Oscar White,35,Sales,106267,12,3.0,Yes
E1122,Tina Kim,30,Engineering,105370,3,4.6,No
E1123,Laura Young,28,Marketing,56821,11,4.2,No
E1124,Paula Young,58,Marketing,100026,0,4.0,Yes
E1125,Fiona Nguyen,43,Engineering,92124,14,3.7,No
E1126,Jenna Evans,60,IT,53508,14,4.1,No
E1127,Michael Brown,50,Customer Support,108903,10,4.3,Yes
E1128,George Allen,54,Human Resources,94901,16,4.4,Yes
E1129,Oscar Nguyen,43,IT,87396,12,4.8,Yes
E1130,George Scott,47,Sales,115763,12,3.5,No
E1131,Steve Adams,35,IT,104462,14,4.1,No
E1132,Quentin White,32,Sales,68351,9,3.6,No
E1133,Kevin Scott,56,IT,83496,3,3.5,No
E1134,Hannah Baker,45,Finance,68998,11,2.9,No
E1135,Rachel Clark,43,IT,63118,7,4.1,No
E1136,Edward Adams,54,Human Resources,115227,7,3.5,No
E1137,Rachel Smith,50,Finance,89477,0,4.0,No
E1138,Tina Allen,45,Customer Support,115427,6,3.7,Yes
E1139,Dana Carter,60,IT,71839,3,3.7,No
E1140,Charlie Scott,48,IT,109694,6,3.4,Yes
E1141,Rachel Hall,59,Marketing,61774,16,3.7,No
E1142,Laura Johnson,39,Marketing,95394,7,4.6,No
E1143,Jenna Brown,26,Engineering,73947,8,4.0,No
E1144,Hannah Lee,34,IT,115496,5,3.9,No
E1145,Oscar Baker,39,Sales,86947,10,4.0,No
E1146,Jenna Clark,57,Engineering,60109,1,3.8,No
E1147,Kevin Lee,32,Sales,71772,10,4.3,No
E1148,Laura Patel,52,Marketing,89814,13,3.8,Yes
E1149,Laura Baker,50,Human Resources,48735,16,4.3,No
E1150,Steve Walker,26,Sales,58894,14,4.0,No
E1151,Steve Brown,41,Sales,60851,10,3.4,No
E1152,Michael Nguyen,32,Sales,60636,8,4.7,No
E1153,Ian Patel,29,Customer Support,81955,18,3.0,No
E1154,Oscar Lopez,37,Finance,103562,18,3.4,Yes
E1155,Quentin Carter,25,Engineering,100733,9,4.3,No
E1156,Edward Lee,41,Sales,119662,0,4.2,Yes
E1157,Steve Adams,27,Customer Support,111124,11,5.0,No
E1158,Tina Allen,23,IT,82443,16,4.9,No
E1159,Jenna Scott,59,IT,111412,17,3.3,No
E1160,Michael Brown,54,IT,66497,5,4.4,No
E1161,Rachel Lee,51,Marketing,45521,2,4.4,No
E1162,Edward Lee,33,Human Resources,55776,7,3.8,No
E1163,Michael Scott,45,IT,118812,13,3.4,No
E1164,Edward Scott,41,Sales,47581,11,3.3,Yes
E1165,Rachel Young,52,Marketing,109467,14,3.5,Yes
E1166,Fiona Adams,32,Finance,82453,7,4.5,No
E1167,Rachel Lopez,43,Customer Support,106386,19,4.6,No
E1168,Laura Johnson,25,Finance,84613,7,4.4,No
E1169,George Nguyen,44,IT,45677,19,4.2,No
E1170,George Lee,54,Finance,84988,6,3.8,No
E1171,Oscar Patel,57,Customer Support,103224,18,4.3,No
E1172,Charlie Walker,44,Marketing,50134,4,3.3,Yes
E1173,Dana Baker,49,Engineering,119549,13,3.8,No
E1174,Fiona Allen,58,Finance,46600,11,4.6,No
E1175,Nina Kim,32,Customer Support,107459,4,3.9,No
E1176,Alice Nguyen,39,Marketing,51778,17,3.9,Yes
E1177,Edward Evans,48,Engineering,83819,9,4.1,No
E1178,Steve Kim,35,Sales,105680,19,4.1,No
E1179,Laura Smith,28,Sales,59122,1,3.8,No
E1180,Nina Garcia,37,Marketing,104769,18,5.0,No
E1181,Alice Smith,40,Human Resources,74206,10,3.8,No
E1182,George Baker,51,Human Resources,110802,6,3.8,No
E1183,Jenna Hall,57,Marketing,89882,15,3.5,No
E1184,Dana Lee,28,Engineering,97805,14,4.5,No
E1185,Kevin Adams,27,Sales,79625,8,3.7,No
E1186,Michael Hall,40,Finance,66353,20,3.0,No
E1187,Nina Nguyen,41,Human Resources,57408,4,4.4,No
E1188,Quentin Lopez,27,Finance,85022,4,3.9,No
E1189,Tina Kim,60,Engineering,115622,1,3.7,Yes
E1190,Steve Evans,56,Human Resources,97137,8,3.9,No
E1191,Edward Johnson,40,Finance,109589,19,3.6,No
E1192,Dana Hall,25,IT,54354,9,4.7,No
E1193,Edward Johnson,58,Customer Support,84404,9,3.3,No
E1194,Steve Scott,46,Customer Support,89740,17,3.8,No
E1195,Charlie Lopez,58,Human Resources,102579,7,3.4,No
E1196,Dana Walker,39,Finance,119429,5,3.4,Yes
E1197,George Johnson,27,Customer Support,92989,12,4.1,No
E1198,Laura Clark,54,Marketing,114481,9,4.8,Yes
E1199,Bob Brown,35,Engineering,54389,2,3.9,No
E1200,Edward Johnson,30,Finance,69065,15,3.8,No
E1201,Hannah White,47,Sales,49946,1,4.1,No
E1202,Quentin Allen,48,IT,46737,2,3.9,No
E1203,Fiona White,58,Finance,66772,0,4.0,No
E1204,Bob Garcia,25,Human Resources,102619,8,4.8,No
E1205,Alice Lopez,27,Marketing,94631,10,4.6,Yes
E1206,Fiona Hall,59,IT,65929,0,3.5,No
E1207,Kevin Patel,51,Sales,97332,10,3.8,No
E1208,Oscar Johnson,27,Engineering,45518,18,3.3,No
E1209,Steve Carter,48,Finance,107131,16,3.2,No
E1210,Steve White,51,Sales,59619,15,3.4,Yes
E1211,Kevin Walker,31,IT,74444,12,3.5,No
E1212,George Kim,59,Human Resources,96322,8,4.7,No
E1213,Steve Adams,55,Engineering,59087,1,3.9,No
E1214,Ian Patel,48,IT,59306,9,4.8,No
E1215,Oscar Kim,48,Sales,100883,19,4.0,Yes
E1216,Alice Allen,59,Sales,101724,15,4.8,Yes
E1217,Oscar Clark,26,Customer Support,75237,4,3.6,Yes
E1218,Oscar Brown,54,Human Resources,53164,14,3.7,No
E1219,George Garcia,23,IT,85412,7,4.0,No
E1220,Fiona Nguyen,42,IT,97785,14,3.4,Yes
E1221,Charlie Allen,33,Sales,62810,13,3.4,No
E1222,Kevin Walker,31,Customer Support,60808,5,3.3,No
E1223,Oscar Carter,39,Human Resources,112553,1,4.2,No
E1224,Dana Lee,47,Human Resources,106646,2,4.1,Yes
E1225,Tina Smith,51,Human Resources,119217,17,3.3,No
E1226,George Hall,56,Sales,106352,6,4.3,No
E1227,Alice Lopez,42,Marketing,58035,17,4.2,No
E1228,Alice Garcia,46,Sales,61153,17,4.3,No
E1229,Oscar Young,38,Customer Support,51885,4,5.0,Yes
E1230,Kevin White,60,Marketing,98202,6,3.5,No
E1231,Paula Young,28,Human Resources,113916,12,4.7,No
E1232,Michael Walker,52,Finance,71677,5,4.1,No
E1233,Bob Smith,43,Customer Support,65134,17,4.1,No
E1234,Bob Nguyen,31,IT,59413,9,3.3,No
E1235,Jenna Carter,38,Customer Support,54419,17,4.8,No
E1236,Jenna Hall,35,IT,84873,10,3.4,No
E1237,Michael White,56,Engineering,112274,17,4.2,No
E1238,Tina Johnson,32,Finance,118821,11,4.1,No
E1239,Rachel Allen,55,Sales,84231,1,4.5,No
E1240,Fiona Smith,55,Sales,72246,0,4.6,No
E1241,Quentin Adams,40,IT,49451,2,3.8,Yes
E1242,Edward Clark,51,Finance,63857,1,3.6,Yes
E1243,Edward Smith,50,IT,100285,2,3.6,No
E1244,Jenna Garcia,29,Sales,56171,10,4.4,No
E1245,Bob Smith,30,Customer Support,111790,5,4.6,No
E1246,Paula Allen,58,Human Resources,72280,8,4.6,No
E1247,Nina Scott,42,Engineering,97390,7,4.3,No
E1248,Quentin Young,39,Human Resources,111848,16,4.8,No
E1249,Michael Scott,43,Customer Support,114196,4,4.0,No
E1250,Edward Lee,48,Marketing,85307,7,4.5,Yes
E1251,George Young,38,Human Resources,112649,19,4.2,No
E1252,Charlie Scott,48,Finance,53634,15,3.3,Yes
E1253,Nina Nguyen,48,Marketing,71789,18,3.5,No
E1254,Nina Johnson,50,Engineering,91385,14,5.0,No
E1255,Ian Carter,26,IT,117476,2,3.8,No
E1256,Charlie Garcia,51,Human Resources,82251,13,4.0,Yes
E1257,Dana Patel,33,Human Resources,75650,5,4.0,No
E1258,Hannah Brown,41,Finance,74857,7,3.4,No
E1259,Jenna Clark,22,Human Resources,55377,10,3.9,No
E1260,Michael Smith,46,Marketing,60199,10,3.4,No
E1261,Edward Nguyen,31,IT,46830,0,5.0,Yes
E1262,Oscar Brown,38,Human Resources,107429,10,3.6,No
E1263,Laura Hall,58,Finance,92836,4,4.3,No
E1264,Oscar Young,29,Finance,56449,10,4.0,No
E1265,Ian Lopez,29,Human Resources,79553,16,3.2,No
E1266,Ian Garcia,38,Customer Support,99198,18,4.1,No
E1267,Ian Garcia,51,Marketing,90688,14,4.6,No
E1268,Charlie Kim,56,IT,63409,17,4.3,No
E1269,Charlie Kim,35,Customer Support,99898,10,4.5,No
E1270,Laura Clark,42,Customer Support,60003,10,3.8,No
E1271,Quentin Carter,52,Finance,83818,16,4.0,No
E1272,Paula Baker,41,Human Resources,49086,18,3.3,Yes
E1273,Edward Walker,32,Customer Support,109192,13,3.6,No
E1274,Charlie Brown,60,Finance,97244,13,4.9,No
E1275,Fiona Hall,42,Finance,69265,16,4.4,No
E1276,Hannah Patel,35,IT,86693,18,3.7,No
E1277,Edward Evans,35,Human Resources,52624,6,4.1,No
E1278,Kevin Johnson,60,Finance,119154,20,3.6,Yes
E1279,Rachel Clark,36,Engineering,108346,13,3.8,No
E1280,Paula Patel,32,Finance,75615,9,4.2,No
E1281,Nina Walker,33,IT,59331,8,4.0,No
E1282,Oscar Garcia,25,Customer Support,84641,2,3.6,Yes
E1283,Oscar Johnson,32,Human Resources,106738,13,4.2,Yes
E1284,Charlie Johnson,22,Sales,83279,8,4.4,No
E1285,Oscar Johnson,23,IT,86146,4,4.5,No
E1286,George Carter,26,Sales,85682,19,4.0,No
E1287,Rachel Garcia,57,Engineering,86468,18,3.7,No
E1288,George Garcia,27,IT,86204,2,4.3,No
E1289,Hannah Allen,53,Engineering,101612,12,4.0,No
E1290,Kevin Smith,47,IT,110112,0,4.6,No
E1291,Kevin Young,34,Human Resources,56529,2,4.3,No
E1292,Laura Baker,52,Engineering,82826,14,4.7,No
E1293,Ian Scott,43,Finance,118676,15,3.1,No
E1294,Tina Carter,27,Marketing,112064,1,4.4,No
E1295,Fiona Hall,41,Marketing,95957,3,4.0,No
E1296,Fiona Allen,29,Customer Support,62900,14,3.5,No
E1297,Oscar White,33,Marketing,119253,5,4.2,No
E1298,Dana Nguyen,46,Marketing,64495,17,4.1,No
E1299,Paula Adams,47,Engineering,49303,6,4.2,No
E1300,George Garcia,36,IT,90868,11,4.1,Yes
E1301,Ian Lee,22,Engineering,73521,13,3.9,No
E1302,Steve Hall,32,Finance,111945,19,3.8,No
E1303,Alice Clark,25,Sales,105867,10,4.2,No
E1304,Charlie Hall,53,IT,118772,10,4.2,No
E1305,Charlie Hall,58,Finance,119569,10,4.4,No
E1306,Bob Johnson,50,Human Resources,99194,6,4.3,No
E1307,Tina Brown,56,Customer Support,49926,15,4.1,No
E1308,Quentin Allen,47,Finance,112286,20,3.5,No
E1309,Quentin Kim,27,Engineering,76477,15,4.0,No
E1310,Fiona Kim,26,Customer Support,118161,17,4.4,No
E1311,Paula Young,50,Sales,108126,17,4.5,No
E1312,Fiona Allen,38,IT,102633,9,3.8,No
E1313,Nina Smith,52,Sales,53956,5,3.8,No
E1314,Michael Lee,23,Finance,99194,18,4.0,No
E1315,Oscar Allen,49,Marketing,107028,20,4.0,No
E1316,Laura Hall,57,Marketing,103526,15,3.4,No
E1317,Oscar Clark,59,Human Resources,76839,8,4.1,No
E1318,Dana Nguyen,25,Human Resources,116791,5,3.9,No
E1319,Rachel Baker,49,Sales,102234,12,3.8,No
E1320,Ian Baker,54,Human Resources,74582,0,4.0,Yes
E1321,Rachel Hall,37,Marketing,113126,12,3.7,No
E1322,Oscar Baker,39,Marketing,63177,9,3.8,Yes
E1323,Charlie Young,23,Sales,114243,4,3.4,No
E1324,Nina Lee,59,Marketing,93681,8,4.6,Yes
E1325,Jenna Nguyen,38,Human Resources,50611,15,3.9,No
E1326,Rachel Evans,55,Human Resources,45734,4,3.2,No
E1327,Oscar Carter,25,IT,52355,19,4.4,No
E1328,Oscar Adams,59,Sales,85504,15,4.1,No
E1329,Ian Nguyen,57,Engineering,117001,10,3.8,No
E1330,Paula Hall,27,Engineering,110072,13,4.8,Yes
E1331,Laura Clark,52,Engineering,84953,16,3.7,No
E1332,Ian Scott,54,Human Resources,72140,0,4.0,No
E1333,Jenna Allen,25,Marketing,48304,10,4.9,No
E1334,Tina Lee,42,Human Resources,46336,7,3.0,No
E1335,Charlie Allen,31,Marketing,69752,20,4.3,Yes
E1336,Hannah Clark,27,Human Resources,114853,18,4.1,No
E1337,Michael Patel,52,Marketing,84672,4,3.9,No
E1338,Steve Scott,46,Marketing,45128,15,4.8,No
E1339,Edward Lee,53,Engineering,57254,15,4.4,Yes
E1340,Charlie White,56,Sales,59266,1,3.6,No
E1341,George Clark,38,Marketing,83611,3,4.3,Yes
E1342,Tina Evans,52,Customer Support,96590,8,3.5,No
E1343,Oscar Walker,45,Sales,75853,14,3.6,No
E1344,Jenna Nguyen,23,Engineering,57606,19,4.4,No
E1345,Kevin Brown,26,Human Resources,95634,15,3.9,No
E1346,Laura Carter,44,IT,111344,0,4.6,No
E1347,Bob Evans,39,Customer Support,91831,14,3.6,No
E1348,Dana Walker,22,Finance,88096,10,3.8,No
E1349,Fiona Carter,50,Engineering,80220,6,3.7,No
E1350,Hannah Kim,29,IT,74732,0,3.8,Yes
E1351,Ian Scott,60,IT,88070,16,4.5,Yes
E1352,Charlie Walker,31,Engineering,73850,11,4.8,No
E1353,Alice Lee,38,Sales,98387,0,3.4,No
E1354,Oscar Evans,42,Marketing,111792,3,4.8,No
E1355,Kevin Kim,25,Finance,95775,0,3.6,No
E1356,Jenna Lee,47,Finance,93512,11,4.2,No
E1357,Bob Lopez,59,Finance,77214,6,4.3,No
E1358,Hannah Brown,36,Marketing,119224,20,4.1,No
E1359,Alice Adams,34,Marketing,96947,5,3.8,No
E1360,Oscar Allen,54,Sales,105094,17,3.8,No
E1361,Dana Garcia,42,Sales,58194,15,4.3,No
E1362,Hannah Baker,42,Marketing,59091,7,3.7,No
E1363,George Evans,60,IT,67063,11,4.8,No
E1364,Fiona White,57,Human Resources,94508,11,4.0,No
E1365,Fiona Young,26,Customer Support,99763,7,3.8,No
E1366,George Hall,29,Marketing,75741,12,3.8,No
E1367,George Patel,25,Marketing,93112,2,3.7,No
E1368,Nina Baker,40,Engineering,66480,3,4.1,Yes
E1369,Nina Hall,51,Marketing,79798,16,3.3,No
E1370,Hannah Evans,34,Marketing,77352,5,4.6,No
E1371,Oscar Nguyen,28,Customer Support,89060,14,3.9,No
E1372,George Nguyen,42,Human Resources,110905,3,4.4,No
E1373,Steve Lopez,40,Finance,82256,0,3.9,No
E1374,Tina Patel,57,Customer Support,95758,12,4.3,No
E1375,Rachel Hall,58,Marketing,61197,9,3.5,No
E1376,Ian Young,43,Sales,55152,20,4.0,No
E1377,Laura Kim,29,Engineering,105316,18,4.1,No
E1378,Nina Walker,59,Customer Support,77063,19,4.6,Yes
E1379,Paula Clark,46,IT,81842,15,4.6,No
E1380,George Evans,59,Human Resources,56147,12,3.1,No
E1381,George Patel,24,IT,71444,7,3.4,No
E1382,Jenna Baker,40,Customer Support,89276,6,3.7,No
E1383,Jenna Carter,43,IT,116821,12,3.4,No
E1384,Laura Hall,38,Finance,45419,1,4.3,No
E1385,Hannah Hall,27,Sales,100794,5,4.2,No
E1386,Hannah Walker,41,IT,50053,3,4.4,No
E1387,Kevin Garcia,45,Sales,76511,9,3.4,No
E1388,Quentin Patel,33,Marketing,45792,7,3.9,Yes
E1389,George Garcia,51,Human Resources,80926,13,4.2,Yes
E1390,Bob Young,34,Human Resources,117616,16,3.4,No
E1391,Ian Young,51,Human Resources,114187,1,4.2,Yes
E1392,Tina Scott,55,Sales,64513,2,4.2,No
E1393,Quentin Johnson,27,Finance,73515,18,3.5,No
E1394,Charlie Brown,27,Finance,85102,5,3.8,No
E1395,Steve Baker,53,Customer Support,110400,12,4.5,No
E1396,Dana Allen,58,Finance,111337,7,4.4,No
E1397,Michael Baker,51,IT,106645,18,3.8,No
E1398,Hannah Baker,31,Human Resources,107570,8,3.8,No
E1399,Edward Johnson,37,Marketing,58556,6,4.2,No
E1400,Nina Clark,41,IT,99069,10,4.0,Yes
E1401,Fiona Allen,32,Engineering,65497,14,3.8,No
E1402,Dana Baker,52,Finance,55384,12,4.1,No
E1403,Jenna Young,37,Human Resources,111738,12,4.1,No
E1404,Kevin Nguyen,31,Human Resources,102211,3,4.8,No
E1405,Dana Clark,44,Marketing,111321,17,3.5,No
E1406,Laura Young,44,Sales,77607,4,4.6,Yes
E1407,Jenna Walker,58,Customer Support,107892,4,4.5,No
E1408,Jenna Scott,47,Sales,119439,3,3.6,No
E1409,Quentin Carter,46,Finance,119520,3,4.5,No
E1410,Quentin Johnson,50,Human Resources,46215,8,3.9,Yes
E1411,Paula Nguyen,30,Marketing,110205,16,4.3,Yes
E1412,Edward Scott,55,Customer Support,46589,4,4.5,No
E1413,Paula Allen,32,Engineering,94352,12,4.0,No
E1414,Paula Walker,54,Engineering,112155,2,4.2,No
E1415,Michael White,32,Engineering,119956,7,3.5,No
E1416,Charlie Evans,57,Marketing,60694,8,3.2,No
